id,Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
17629,28.4,59.9,41.0,Loamy,Onion,28.0,3.0,28.0,28-28
41142,24.6,56.5,52.1,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
41164,20.4,61.8,51.7,Sandy,Cotton,14.0,14.0,35.0,14-35-14
16349,25.1,70.3,39.9,Loamy,Onion,28.0,0.1,28.0,28-28
17363,31.3,69.9,23.9,Sandy,Chilli,9.6,37.5,36.9,28-28
39911,25.9,65.6,54.0,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
48917,24.0,73.3,41.0,Loamy,Chilli,10.0,26.0,26.0,10-26-26
8345,23.1,50.2,30.5,Loamy,Cotton,19.1,0.6,47.0,DAP
4092,33.4,78.0,45.6,Clayey,Wheat,47.2,1.6,0.8,Urea
49984,26.1,61.9,58.8,Silty,Tomato,10.0,26.0,26.0,10-26-26
891,32.2,68.9,45.1,Clayey,Wheat,45.5,0.2,0.3,Urea
36694,21.0,69.6,41.3,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
20950,23.5,67.5,37.0,Loamy,Potato,28.0,3.9,28.0,28-28
20393,24.8,57.6,53.4,Loamy,Potato,28.0,1.7,28.0,28-28
16215,26.9,56.1,41.6,Loamy,Tomato,28.0,1.5,28.0,28-28
46303,20.3,65.9,46.6,Loamy,Tomato,10.0,26.0,26.0,10-26-26
31152,27.2,53.7,36.9,Clayey,Rice,20.0,4.1,20.0,20-20
48067,27.7,77.3,44.6,Silty,Chilli,10.0,26.0,26.0,10-26-26
34750,32.7,55.7,47.6,Clayey,Rice,20.0,0.9,20.0,20-20
30179,33.4,63.8,30.3,Sandy,Wheat,20.0,4.8,20.0,20-20
32055,34.6,59.3,46.9,Clayey,Rice,20.0,3.8,20.0,20-20
42470,26.3,67.3,47.5,Sandy,Cotton,14.0,14.0,35.0,14-35-14
39627,25.8,61.7,36.2,Loamy,Cotton,14.0,14.0,35.0,14-35-14
652,25.5,70.9,57.8,Loamy,Rice,49.5,4.7,0.3,Urea
48700,26.5,60.6,54.3,Silty,Potato,10.0,26.0,26.0,10-26-26
34667,25.0,53.6,46.0,Clayey,Wheat,20.0,0.2,20.0,20-20
23336,23.5,77.6,55.0,Silty,Vegetables,17.0,17.0,17.0,17-17-17
27490,23.3,69.0,59.8,Loamy,Flowers,17.0,17.0,17.0,17-17-17
36831,21.3,59.4,53.6,Loamy,Cotton,14.0,14.0,35.0,14-35-14
44566,26.5,78.2,45.4,Loamy,Tomato,10.0,26.0,26.0,10-26-26
8977,29.1,64.8,43.6,Sandy,Cotton,19.8,1.6,46.5,DAP
15806,28.1,58.0,44.9,Loamy,Tomato,28.0,3.9,28.0,28-28
26685,36.6,52.8,39.1,Loamy,Cotton,8.8,40.7,38.6,17-17-17
33389,26.0,59.1,48.2,Clayey,Rice,20.0,0.3,20.0,20-20
15076,28.6,62.6,45.8,Loamy,Potato,28.0,0.6,28.0,28-28
18436,26.8,63.7,35.4,Silty,Onion,28.0,2.2,28.0,28-28
5712,27.4,61.0,53.9,Clayey,Rice,43.9,4.1,4.3,Urea
2555,29.1,73.7,44.6,Clayey,Wheat,47.6,3.3,4.8,Urea
3715,25.4,79.9,45.1,Loamy,Rice,43.2,4.9,4.0,Urea
49582,26.4,62.6,55.8,Silty,Potato,10.0,26.0,26.0,10-26-26
9987,28.9,60.0,35.6,Sandy,Groundnut,18.8,1.2,46.5,DAP
19816,30.2,58.0,38.8,Silty,Tomato,28.0,1.8,28.0,28-28
19243,29.2,66.9,42.3,Loamy,Potato,28.0,0.4,28.0,28-28
34145,31.8,54.9,45.4,Sandy,Wheat,20.0,1.9,20.0,20-20
5159,26.2,80.0,41.6,Clayey,Maize,47.6,3.4,1.3,Urea
49631,27.7,67.0,43.5,Silty,Chilli,10.0,26.0,26.0,10-26-26
28157,26.4,63.2,47.4,Silty,Fruits,17.0,17.0,17.0,17-17-17
19432,27.1,72.7,52.8,Silty,Potato,28.0,3.6,28.0,28-28
25356,26.8,60.6,43.7,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
30343,34.1,67.5,46.7,Clayey,Rice,20.0,1.1,20.0,20-20
37025,28.0,57.0,36.1,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
32723,31.8,68.9,49.7,Sandy,Rice,20.0,2.6,20.0,20-20
28345,23.1,64.6,45.8,Silty,Fruits,17.0,17.0,17.0,17-17-17
22948,21.1,78.0,59.3,Silty,Flowers,17.0,17.0,17.0,17-17-17
39422,25.9,70.5,37.8,Sandy,Cotton,14.0,14.0,35.0,14-35-14
28592,30.3,67.5,30.2,Sandy,Rice,20.0,1.1,20.0,20-20
41316,24.9,61.3,51.6,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
37510,24.1,63.1,35.5,Loamy,Cotton,14.0,14.0,35.0,14-35-14
41940,22.4,74.0,43.4,Loamy,Cotton,14.0,14.0,35.0,14-35-14
5087,32.1,74.5,43.5,Loamy,Maize,48.5,0.3,0.9,Urea
4327,27.2,64.4,52.1,Loamy,Rice,47.6,4.8,2.2,Urea
45954,25.1,75.7,41.4,Loamy,Potato,10.0,26.0,26.0,10-26-26
28323,20.4,70.3,49.3,Silty,Flowers,17.0,17.0,17.0,17-17-17
18487,24.9,57.5,54.7,Silty,Tomato,28.0,2.5,28.0,28-28
8526,21.9,67.5,46.3,Loamy,Sugarcane,19.0,1.4,47.3,DAP
12180,26.8,58.6,49.0,Loamy,Sugarcane,19.9,1.6,47.1,DAP
35607,25.8,65.0,40.8,Clayey,Rice,20.0,0.5,20.0,20-20
4823,28.6,73.2,56.0,Loamy,Rice,45.9,4.3,3.7,Urea
32073,33.8,68.3,35.8,Clayey,Rice,20.0,0.3,20.0,20-20
10325,27.5,56.8,45.3,Loamy,Cotton,18.3,1.4,46.2,DAP
15025,26.6,74.8,35.4,Loamy,Potato,28.0,3.9,28.0,28-28
5663,33.2,68.3,52.6,Clayey,Rice,48.8,4.8,2.9,Urea
46758,21.8,76.4,58.0,Loamy,Chilli,10.0,26.0,26.0,10-26-26
12734,22.1,61.2,34.4,Loamy,Cotton,19.9,1.2,47.0,DAP
18069,29.2,63.0,44.9,Loamy,Tomato,28.0,1.2,28.0,28-28
43340,31.2,76.4,45.6,Clayey,Maize,23.5,42.1,42.5,10-26-26
36030,24.4,71.1,52.6,Loamy,Cotton,14.0,14.0,35.0,14-35-14
7504,26.5,63.2,35.5,Loamy,Sugarcane,18.9,1.3,46.8,DAP
19851,23.8,59.3,42.6,Silty,Tomato,28.0,0.3,28.0,28-28
14519,29.1,64.1,47.2,Loamy,Potato,28.0,3.6,28.0,28-28
26801,22.6,73.1,46.2,Loamy,Fruits,17.0,17.0,17.0,17-17-17
33270,31.5,52.2,43.2,Clayey,Rice,20.0,1.2,20.0,20-20
33620,27.3,59.5,47.2,Clayey,Wheat,20.0,0.9,20.0,20-20
44854,18.7,79.8,50.7,Silty,Tomato,10.0,26.0,26.0,10-26-26
2515,30.3,65.8,42.5,Clayey,Maize,41.5,4.6,3.3,Urea
22820,18.4,77.3,49.9,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
42949,21.0,78.6,44.2,Loamy,Potato,10.0,26.0,26.0,10-26-26
11822,21.5,55.4,47.1,Sandy,Groundnut,18.4,1.9,47.5,DAP
19736,29.7,60.0,40.0,Loamy,Potato,28.0,4.8,28.0,28-28
16438,28.8,61.6,50.9,Silty,Tomato,28.0,4.0,28.0,28-28
28586,27.4,55.9,40.0,Clayey,Rice,20.0,0.9,20.0,20-20
22710,26.4,67.2,56.6,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
43489,20.4,71.1,42.4,Loamy,Potato,10.0,26.0,26.0,10-26-26
48781,24.8,73.2,54.7,Silty,Potato,10.0,26.0,26.0,10-26-26
39876,22.8,59.9,44.2,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
24682,20.4,66.9,53.0,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
41266,25.2,58.2,42.0,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
4245,30.5,65.8,45.4,Loamy,Maize,45.2,3.0,1.6,Urea
21713,23.1,77.1,49.5,Loamy,Flowers,17.0,17.0,17.0,17-17-17
25155,24.4,66.6,50.1,Silty,Fruits,17.0,17.0,17.0,17-17-17
2516,28.9,69.2,52.6,Loamy,Wheat,47.1,0.5,0.9,Urea
2727,35.0,71.6,41.8,Loamy,Maize,43.6,1.6,2.1,Urea
33135,25.3,56.9,47.8,Sandy,Rice,20.0,0.0,20.0,20-20
25056,22.1,60.2,55.9,Silty,Flowers,17.0,17.0,17.0,17-17-17
21754,24.0,64.6,58.8,Silty,Vegetables,17.0,17.0,17.0,17-17-17
7113,31.6,75.4,52.7,Loamy,Maize,43.5,1.6,0.2,Urea
37966,34.7,88.7,42.8,Silty,Sugarcane,11.6,15.3,39.4,14-35-14
15080,27.4,65.4,42.1,Loamy,Onion,28.0,0.0,28.0,28-28
40243,21.3,65.9,50.5,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
38054,24.1,63.4,53.2,Loamy,Cotton,14.0,14.0,35.0,14-35-14
6836,28.9,76.2,49.0,Clayey,Rice,47.6,0.8,2.0,Urea
4029,26.6,62.2,53.6,Loamy,Maize,41.4,1.5,0.6,Urea
27105,25.4,73.0,49.6,Loamy,Fruits,17.0,17.0,17.0,17-17-17
42495,26.5,64.9,42.6,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
29250,27.8,59.0,40.2,Clayey,Rice,20.0,0.4,20.0,20-20
49712,25.9,70.2,58.5,Loamy,Potato,10.0,26.0,26.0,10-26-26
29480,30.6,69.5,37.2,Sandy,Rice,20.0,2.1,20.0,20-20
8443,31.7,88.5,64.6,Loamy,Vegetables,16.6,43.6,1.3,DAP
8878,27.3,52.6,40.5,Loamy,Groundnut,19.3,0.0,46.9,DAP
33812,31.7,57.6,30.8,Sandy,Wheat,20.0,4.1,20.0,20-20
48381,19.4,64.2,51.1,Loamy,Tomato,10.0,26.0,26.0,10-26-26
27678,21.0,64.1,57.3,Silty,Flowers,17.0,17.0,17.0,17-17-17
32039,31.3,64.9,48.8,Clayey,Rice,20.0,4.3,20.0,20-20
5467,32.7,76.2,51.0,Clayey,Maize,48.8,1.2,1.8,Urea
39617,22.9,71.0,40.3,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
2901,30.8,78.2,56.0,Clayey,Wheat,49.2,0.6,3.5,Urea
48986,24.8,61.3,48.6,Loamy,Tomato,10.0,26.0,26.0,10-26-26
34239,33.4,57.9,35.5,Clayey,Wheat,20.0,2.4,20.0,20-20
10211,23.8,54.2,44.0,Loamy,Sugarcane,19.5,0.2,46.4,DAP
25529,21.5,74.1,49.0,Silty,Fruits,17.0,17.0,17.0,17-17-17
44657,26.5,64.6,40.3,Loamy,Potato,10.0,26.0,26.0,10-26-26
33556,29.9,52.0,39.2,Sandy,Rice,20.0,0.4,20.0,20-20
22916,25.7,61.6,47.4,Silty,Fruits,17.0,17.0,17.0,17-17-17
937,29.9,72.1,46.5,Clayey,Maize,44.4,3.8,4.5,Urea
24565,23.1,60.5,40.5,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
19037,22.8,59.8,49.9,Silty,Onion,28.0,1.3,28.0,28-28
11563,22.3,67.4,42.8,Loamy,Sugarcane,18.5,1.6,47.1,DAP
49320,22.5,76.5,56.1,Silty,Chilli,10.0,26.0,26.0,10-26-26
32086,27.0,68.1,48.3,Sandy,Rice,20.0,1.6,20.0,20-20
29293,30.8,61.6,30.7,Clayey,Wheat,20.0,0.1,20.0,20-20
39799,28.2,67.5,42.0,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
5866,33.0,75.2,46.7,Loamy,Wheat,48.3,2.5,1.7,Urea
17467,25.7,65.1,42.7,Loamy,Potato,28.0,3.8,28.0,28-28
18201,25.8,55.7,51.3,Loamy,Potato,28.0,5.0,28.0,28-28
9633,26.8,65.7,38.1,Sandy,Sugarcane,19.2,0.4,46.6,DAP
9626,28.1,59.2,33.7,Sandy,Cotton,18.6,1.3,47.9,DAP
11876,28.9,57.2,46.1,Sandy,Cotton,19.2,0.4,46.2,DAP
10823,24.9,62.0,30.7,Sandy,Sugarcane,18.6,0.8,47.4,DAP
22860,27.0,76.2,43.1,Loamy,Fruits,17.0,17.0,17.0,17-17-17
1721,35.8,80.1,25.0,Sandy,Tomato,22.5,27.6,21.6,Urea
582,26.1,64.7,55.0,Clayey,Rice,42.3,4.6,3.7,Urea
14687,31.0,70.7,46.3,Loamy,Potato,28.0,2.9,28.0,28-28
37057,22.4,72.2,43.9,Loamy,Cotton,14.0,14.0,35.0,14-35-14
28062,20.1,72.8,52.6,Silty,Fruits,17.0,17.0,17.0,17-17-17
33257,34.4,66.9,31.5,Sandy,Rice,20.0,3.6,20.0,20-20
49609,27.5,61.4,56.4,Silty,Tomato,10.0,26.0,26.0,10-26-26
12373,23.8,55.8,48.2,Loamy,Wheat,36.4,3.7,1.5,DAP
38401,24.8,72.5,37.2,Loamy,Cotton,14.0,14.0,35.0,14-35-14
29116,29.6,52.2,30.4,Clayey,Rice,20.0,1.4,20.0,20-20
18111,22.4,71.9,47.6,Loamy,Potato,28.0,1.9,28.0,28-28
39315,23.0,57.2,43.1,Sandy,Cotton,14.0,14.0,35.0,14-35-14
29631,33.1,68.3,30.9,Clayey,Wheat,20.0,4.6,20.0,20-20
16496,27.4,65.3,49.8,Silty,Tomato,28.0,4.4,28.0,28-28
7515,22.9,66.7,30.7,Loamy,Sugarcane,19.5,1.0,46.1,DAP
4866,29.3,84.8,51.3,Sandy,Onion,24.8,11.2,30.2,Urea
21245,28.3,71.8,48.6,Silty,Potato,28.0,4.3,28.0,28-28
5848,29.4,76.1,51.2,Clayey,Wheat,45.5,3.0,1.5,Urea
41508,22.4,73.2,48.4,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
32438,29.2,50.6,30.9,Clayey,Wheat,20.0,2.7,20.0,20-20
771,26.9,76.5,51.3,Clayey,Maize,42.6,4.2,1.8,Urea
4087,33.6,61.3,52.1,Loamy,Rice,46.7,4.1,0.4,Urea
19275,31.3,67.5,47.0,Silty,Tomato,28.0,4.7,28.0,28-28
22054,20.8,89.3,21.0,Sandy,Onion,50.0,42.5,34.2,17-17-17
9442,24.4,69.6,45.0,Sandy,Groundnut,19.8,0.9,47.3,DAP
8407,20.9,69.8,44.9,Sandy,Groundnut,19.6,1.4,47.7,DAP
36882,20.8,73.8,38.3,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
47285,21.8,73.2,42.8,Loamy,Chilli,10.0,26.0,26.0,10-26-26
24557,35.1,58.5,66.2,Loamy,Sugarcane,14.6,27.8,24.9,17-17-17
12681,21.8,63.5,49.0,Sandy,Cotton,19.2,1.1,47.3,DAP
5937,32.1,68.1,59.0,Loamy,Maize,43.3,0.9,2.9,Urea
37573,29.8,59.3,38.4,Loamy,Cotton,14.0,14.0,35.0,14-35-14
49983,19.7,67.7,46.4,Loamy,Tomato,10.0,26.0,26.0,10-26-26
32838,33.1,60.7,30.2,Clayey,Rice,20.0,2.1,20.0,20-20
298,27.9,79.2,47.8,Loamy,Rice,46.0,4.9,4.1,Urea
38371,28.2,61.4,46.3,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
12574,26.8,61.0,35.3,Sandy,Sugarcane,19.4,0.7,46.4,DAP
17955,27.7,56.6,42.9,Loamy,Tomato,28.0,2.3,28.0,28-28
10531,23.6,59.4,32.3,Loamy,Cotton,19.1,0.8,46.5,DAP
8660,29.7,63.0,49.4,Sandy,Groundnut,19.6,1.7,47.3,DAP
47823,20.9,67.4,52.3,Loamy,Chilli,10.0,26.0,26.0,10-26-26
10080,23.8,65.0,36.1,Loamy,Cotton,20.0,0.4,46.3,DAP
11905,23.4,60.3,45.8,Loamy,Cotton,18.5,0.2,47.1,DAP
20624,28.5,74.8,41.9,Silty,Potato,28.0,2.2,28.0,28-28
24842,19.3,72.4,50.2,Silty,Flowers,17.0,17.0,17.0,17-17-17
1279,33.4,63.1,41.7,Loamy,Rice,43.2,0.5,4.2,Urea
42005,24.1,73.7,38.1,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
30370,34.0,67.5,40.4,Sandy,Rice,20.0,0.3,20.0,20-20
32954,28.2,57.9,47.9,Clayey,Wheat,20.0,3.3,20.0,20-20
37469,26.7,67.9,36.6,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
26035,26.3,67.3,54.3,Silty,Fruits,17.0,17.0,17.0,17-17-17
49865,22.7,75.9,52.6,Loamy,Potato,10.0,26.0,26.0,10-26-26
8179,22.0,56.3,66.2,Loamy,Fruits,11.3,0.9,47.8,DAP
46452,25.1,70.4,57.2,Silty,Chilli,10.0,26.0,26.0,10-26-26
40149,20.7,60.7,46.8,Sandy,Cotton,14.0,14.0,35.0,14-35-14
32396,25.0,53.4,48.5,Sandy,Wheat,20.0,4.0,20.0,20-20
21414,23.0,63.7,37.6,Silty,Tomato,28.0,2.5,28.0,28-28
15704,31.8,67.3,45.9,Loamy,Onion,28.0,2.4,28.0,28-28
11844,20.3,50.8,37.3,Sandy,Cotton,19.9,0.0,47.6,DAP
4614,30.9,62.0,41.3,Loamy,Wheat,46.3,5.0,3.5,Urea
3309,30.1,62.6,58.0,Loamy,Maize,40.3,1.5,4.6,Urea
38997,26.6,73.0,42.3,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
8791,26.4,54.1,40.8,Loamy,Cotton,19.8,0.4,48.0,DAP
34363,26.8,64.8,33.0,Clayey,Wheat,20.0,4.7,20.0,20-20
8021,28.3,50.5,49.4,Loamy,Groundnut,18.0,1.6,47.7,DAP
39988,28.3,59.9,48.8,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
48319,21.8,69.4,54.5,Silty,Potato,10.0,26.0,26.0,10-26-26
29259,30.3,61.7,36.3,Clayey,Rice,20.0,3.4,20.0,20-20
41884,22.3,64.6,43.3,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
26671,18.3,64.5,59.4,Loamy,Flowers,17.0,17.0,17.0,17-17-17
28069,23.2,71.6,58.2,Loamy,Fruits,17.0,17.0,17.0,17-17-17
3402,32.7,73.9,47.2,Loamy,Wheat,44.1,1.1,1.7,Urea
16405,28.8,72.3,52.4,Loamy,Potato,28.0,0.2,28.0,28-28
14165,20.8,58.1,40.7,Sandy,Groundnut,18.3,1.5,47.0,DAP
14807,28.9,57.1,43.7,Loamy,Potato,28.0,0.2,28.0,28-28
47619,22.9,74.0,57.0,Loamy,Tomato,10.0,26.0,26.0,10-26-26
46178,23.4,72.9,48.2,Loamy,Potato,10.0,26.0,26.0,10-26-26
23574,20.7,74.5,50.4,Loamy,Flowers,17.0,17.0,17.0,17-17-17
37633,28.8,62.0,43.5,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
14015,21.7,58.6,49.4,Loamy,Sugarcane,19.5,1.0,46.1,DAP
8441,27.1,53.9,43.9,Loamy,Sugarcane,18.7,1.5,47.4,DAP
49933,20.1,72.7,41.1,Loamy,Potato,10.0,26.0,26.0,10-26-26
25425,22.9,66.7,42.4,Silty,Vegetables,17.0,17.0,17.0,17-17-17
9061,28.3,51.2,49.1,Sandy,Cotton,18.5,0.1,46.3,DAP
48649,27.6,67.1,41.5,Silty,Tomato,10.0,26.0,26.0,10-26-26
26408,21.9,77.1,42.3,Silty,Flowers,17.0,17.0,17.0,17-17-17
35431,28.8,52.3,35.5,Clayey,Wheat,20.0,0.6,20.0,20-20
21131,29.7,61.5,47.8,Loamy,Tomato,28.0,4.1,28.0,28-28
6309,30.1,74.8,43.1,Clayey,Rice,48.6,1.5,3.9,Urea
10164,29.7,55.7,35.4,Loamy,Cotton,18.2,0.3,46.7,DAP
41155,29.2,59.5,48.8,Sandy,Cotton,14.0,14.0,35.0,14-35-14
11576,20.7,59.6,49.2,Sandy,Sugarcane,19.2,1.8,47.7,DAP
21383,27.7,58.4,48.3,Loamy,Tomato,28.0,0.2,28.0,28-28
39174,23.7,70.7,51.8,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
13505,26.0,60.4,41.7,Sandy,Groundnut,18.3,0.6,47.6,DAP
26531,22.1,64.0,45.0,Loamy,Fruits,17.0,17.0,17.0,17-17-17
27890,20.3,72.3,58.3,Loamy,Flowers,17.0,17.0,17.0,17-17-17
28320,39.8,72.3,66.9,Loamy,Chilli,29.4,23.1,22.0,17-17-17
47467,18.1,76.5,56.6,Silty,Chilli,10.0,26.0,26.0,10-26-26
3426,33.9,79.8,50.1,Clayey,Maize,49.3,3.6,2.6,Urea
3231,28.1,76.5,41.6,Loamy,Maize,48.3,1.2,4.2,Urea
20403,28.8,59.8,44.9,Loamy,Tomato,28.0,2.4,28.0,28-28
16581,29.7,56.3,35.3,Loamy,Potato,28.0,3.2,28.0,28-28
8963,34.2,88.5,40.2,Silty,Onion,40.1,13.8,23.1,DAP
15460,28.8,61.9,35.9,Silty,Tomato,28.0,2.8,28.0,28-28
11213,28.0,51.2,40.0,Loamy,Cotton,19.1,1.2,46.0,DAP
11000,26.6,55.4,47.9,Loamy,Cotton,19.7,1.8,47.7,DAP
26410,22.6,61.1,57.3,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
11169,27.6,61.5,45.7,Loamy,Sugarcane,19.7,0.1,47.4,DAP
13675,24.9,53.1,30.2,Loamy,Groundnut,19.5,0.6,47.3,DAP
42275,24.9,72.4,46.8,Sandy,Cotton,14.0,14.0,35.0,14-35-14
18349,23.2,74.0,46.5,Silty,Onion,28.0,0.2,28.0,28-28
43676,21.5,60.9,53.7,Loamy,Potato,10.0,26.0,26.0,10-26-26
43349,23.9,61.5,48.6,Silty,Tomato,10.0,26.0,26.0,10-26-26
20513,33.7,85.7,38.2,Loamy,Tomato,41.2,3.0,17.2,28-28
25726,19.0,63.3,53.8,Silty,Fruits,17.0,17.0,17.0,17-17-17
21849,24.7,63.8,56.6,Silty,Flowers,17.0,17.0,17.0,17-17-17
24309,18.6,74.7,59.9,Silty,Fruits,17.0,17.0,17.0,17-17-17
39208,27.6,72.4,52.7,Loamy,Cotton,14.0,14.0,35.0,14-35-14
49095,18.7,65.4,41.6,Silty,Potato,10.0,26.0,26.0,10-26-26
33964,34.5,51.0,35.8,Clayey,Wheat,20.0,3.3,20.0,20-20
8332,21.9,50.2,36.1,Sandy,Groundnut,19.9,1.9,47.0,DAP
43728,24.7,72.5,43.2,Silty,Chilli,10.0,26.0,26.0,10-26-26
46157,23.8,75.6,47.8,Loamy,Chilli,10.0,26.0,26.0,10-26-26
1078,31.7,77.9,41.2,Loamy,Wheat,45.0,0.4,3.7,Urea
4120,25.8,75.0,57.4,Loamy,Rice,42.2,4.8,3.0,Urea
5740,33.9,62.9,56.0,Clayey,Maize,40.7,3.5,5.0,Urea
19987,25.4,59.8,44.5,Silty,Potato,28.0,2.2,28.0,28-28
24879,21.4,60.1,51.3,Loamy,Flowers,17.0,17.0,17.0,17-17-17
23461,18.0,73.1,42.7,Silty,Flowers,17.0,17.0,17.0,17-17-17
4414,29.2,79.3,51.7,Loamy,Rice,43.0,4.3,0.9,Urea
9770,25.8,60.9,37.3,Sandy,Sugarcane,18.0,0.8,46.6,DAP
3001,28.6,77.2,58.8,Loamy,Rice,49.2,1.3,1.2,Urea
48640,19.1,66.6,42.5,Loamy,Chilli,10.0,26.0,26.0,10-26-26
9732,29.8,52.7,31.6,Sandy,Groundnut,18.1,0.2,46.6,DAP
17367,22.4,55.4,38.8,Loamy,Potato,28.0,3.4,28.0,28-28
26775,27.5,74.2,45.4,Silty,Fruits,17.0,17.0,17.0,17-17-17
30126,28.8,66.1,32.6,Clayey,Rice,20.0,0.7,20.0,20-20
42351,28.4,62.4,52.2,Sandy,Cotton,14.0,14.0,35.0,14-35-14
47809,24.8,65.3,57.2,Silty,Potato,10.0,26.0,26.0,10-26-26
4476,25.8,61.2,48.5,Clayey,Rice,49.4,0.1,0.2,Urea
8319,28.3,50.7,37.1,Loamy,Sugarcane,18.8,1.7,47.4,DAP
38147,29.8,70.5,54.0,Loamy,Cotton,14.0,14.0,35.0,14-35-14
39026,28.5,68.8,40.7,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
48890,21.8,62.0,48.5,Silty,Tomato,10.0,26.0,26.0,10-26-26
7744,29.3,61.3,40.2,Loamy,Cotton,19.6,1.5,47.2,DAP
5716,32.1,72.7,51.4,Clayey,Wheat,43.3,2.6,1.7,Urea
44546,26.3,64.2,47.2,Loamy,Chilli,10.0,26.0,26.0,10-26-26
44232,27.0,67.5,52.9,Silty,Tomato,10.0,26.0,26.0,10-26-26
6516,29.0,75.4,50.6,Clayey,Wheat,45.4,3.1,1.5,Urea
23962,24.2,72.7,53.4,Loamy,Flowers,17.0,17.0,17.0,17-17-17
41339,22.9,69.0,41.4,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
8386,22.5,68.1,34.2,Sandy,Groundnut,19.0,0.3,47.2,DAP
35926,22.0,65.0,49.7,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
13644,27.8,69.5,36.5,Loamy,Groundnut,18.6,0.4,47.8,DAP
2418,28.0,68.4,49.7,Clayey,Rice,41.7,2.9,1.2,Urea
9655,24.4,64.2,43.2,Loamy,Sugarcane,19.5,0.7,47.3,DAP
43726,25.1,75.1,48.4,Silty,Potato,10.0,26.0,26.0,10-26-26
9507,26.3,59.7,36.7,Loamy,Sugarcane,19.7,0.9,46.8,DAP
4121,26.4,65.4,45.9,Loamy,Rice,43.6,3.9,1.1,Urea
16153,28.5,62.0,54.6,Loamy,Onion,28.0,4.3,28.0,28-28
26488,26.2,71.5,40.3,Loamy,Fruits,17.0,17.0,17.0,17-17-17
36489,22.7,59.7,46.0,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
48857,19.8,77.2,46.3,Silty,Potato,10.0,26.0,26.0,10-26-26
32815,34.3,61.1,41.7,Sandy,Wheat,20.0,4.1,20.0,20-20
13853,21.6,65.6,34.4,Loamy,Groundnut,18.2,1.8,46.8,DAP
24898,21.6,61.3,50.9,Silty,Flowers,17.0,17.0,17.0,17-17-17
10158,26.6,59.5,46.8,Loamy,Cotton,18.1,0.3,47.6,DAP
2830,32.9,72.8,40.9,Clayey,Rice,46.5,0.0,4.6,Urea
5708,31.3,77.0,45.1,Clayey,Maize,42.2,1.8,3.9,Urea
39187,23.4,65.5,36.0,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
29592,26.3,55.1,44.7,Clayey,Rice,20.0,0.6,20.0,20-20
7259,25.1,69.6,34.2,Loamy,Cotton,18.7,1.5,47.1,DAP
32259,28.8,58.6,39.4,Sandy,Wheat,20.0,3.9,20.0,20-20
23331,26.8,65.3,44.6,Loamy,Flowers,17.0,17.0,17.0,17-17-17
22676,24.2,67.3,59.8,Silty,Vegetables,17.0,17.0,17.0,17-17-17
33820,34.8,64.2,35.8,Sandy,Wheat,20.0,1.7,20.0,20-20
442,33.3,65.7,58.5,Loamy,Maize,42.8,0.9,1.1,Urea
9129,26.8,59.4,40.5,Sandy,Sugarcane,19.2,0.5,47.3,DAP
7837,28.8,63.9,43.5,Sandy,Groundnut,19.4,0.9,47.4,DAP
20364,29.5,58.3,39.7,Silty,Tomato,28.0,1.3,28.0,28-28
37064,24.3,55.1,50.4,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
196,23.4,85.3,58.6,Silty,Tomato,17.1,30.2,40.9,Urea
2706,31.2,70.5,46.5,Clayey,Rice,48.5,4.5,1.7,Urea
42525,29.9,74.1,41.3,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
